	Link	Name	average_score	space_score	position_score	quality_score	serve_score	price_score	address	district	views	review_count	price_range	open hours	close hours	suitable_time	last_pickup_time	prepare_time	holiday	type	capacity	style	suitable_with	serves	available
853	/ho-chi-minh/banana-chuoi-7-mau	Banana Chuối 7 Màu - Bingsu & Trái Cây	7.2	6.9	7.1	7.1	7.4	7.4	35 Đông Hồ	Quận 8	81.8K	50	15.000đ - 75.000đ	07:30 	 22:30	Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối	09:45 PM	Khoảng 5 - 10 phút	Các ngày lễ trong năm	Café/Dessert	30 người lớn	Món Việt	Hẹn hò,Họp nhóm,Thư giãn	Café - Kem	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa ', 'Cho mua về', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Có karaoke', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có hỗ trợ hội thảo', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá', 'Có nhạc sống']
854	/ho-chi-minh/sung-won-house-am-thuc-han-quoc	Sung Won House - Ẩm Thực Hàn Quốc	6.5	6.6	6.9	6.1	6.5	6.4	137 Đường Số 17, P. Tân Quy	Quận 7	13.4K	82	29.000đ - 85.000đ	09:00 	 21:30	Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối	09:30 PM	Khoảng 5 - 10 phút	Các ngày lễ trong năm	Nhà hàng	50 người lớn	Món Á ,Món Hàn	Ăn gia đình,Hẹn hò,Họp nhóm		['Có wifi ', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Có karaoke', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có hỗ trợ hội thảo', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá', 'Có nhạc sống']
855	/ho-chi-minh/bay-duc-ga-ta-nuong	Gà Ta Nướng Bảy Đực	7.0	6.9	6.4	7.7	6.8	7.0	480/29/8 Bình Quới, P. 28	Quận Bình Thạnh	71.9K	60	100.000đ - 165.000đ	09:00 	 21:00	Buổi  trưa,Buổi xế,Buổi  tối	09:00 PM	Khoảng 10 - 20 phút	Các ngày lễ trong năm	Quán ăn	80 người lớn                                    (Có chỗ cho trẻ em)	Món Việt	Ăn gia đình,Họp nhóm	Thịt Gà,Thịt Ếch,Bồ Câu,Xôi,Bào Ngư,Hải sản,Gà ta,Cá,Cơm	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô ', 'Nên đặt trước ', 'Có bàn ngoài trời ', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc ', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
856	/ho-chi-minh/east-west-brewing-co	East West Brewing Co.	7.6	8.3	8.0	7.5	7.4	6.7	181 - 185 Lý Tự Trọng, P. Bến Thành	Quận 1	26.6K	59	200.000đ - 500.000đ	11:00 	 23:59	Buổi  trưa,Buổi xế,Buổi  tối	11:15 PM	Khoảng 5 - 7 phút	Các ngày lễ trong năm	Nhà hàng	40 người lớn	Món Việt	Đãi tiệc,Ăn gia đình	Thức uống	['Có wifi ', 'Có giao hàng', 'Có máy lạnh & điều hòa ', 'Cho mua về', 'Trả bằng thẻ ', 'Có chỗ đậu ôtô ', 'Nên đặt trước ', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Có karaoke', 'Giữ xe máy miễn phí', 'Tip cho nhân viên ', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có hỗ trợ hội thảo', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá', 'Có nhạc sống']
857	/ho-chi-minh/bo-ne-3-ngon-304-quang-trung	Bò Né 3 Ngon - Bò quanh lửa hồng - 304 Quang Trung	5.5	4.0	6.5	5.0	4.5	7.5	304 Quang Trung, P. 11	Quận Gò Vấp	2.1K	2	15.000đ - 45.000đ	16:30 	 22:00	Buổi xế,Buổi  tối	09:30 PM	Khoảng 5 - 10 phút	Các ngày lễ trong năm	Quán ăn	100 người lớn	Món Việt	Ăn gia đình,Hẹn hò,Họp nhóm,Ăn vặt,Takeaway - Mang về,Ăn bình dân - Quán Cóc	Thịt Bò,Beefsteak - Bò né,Ăn vặt - Ăn nhẹ	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
858	/ho-chi-minh/bo-ne-3-ngon-su-van-hanh	Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Sư Vạn Hạnh	6.8	6.3	7.0	6.9	6.6	7.2	776 Sư Vạn Hạnh	Quận 10	13.3K	86	15.000đ - 45.000đ	15:30 	 23:00	Buổi xế,Buổi  tối,Buổi  khuya	10:30 PM	Khoảng 10 - 15 phút	Các ngày lễ trong năm	Quán ăn	50 người lớn	Món Việt	Ăn gia đình,Họp nhóm	Thịt Bò,Beefsteak - Bò né	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
859	/ho-chi-minh/bo-ne-3-ngon-bo-quanh-lua-hong-pham-hung	Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Phạm Hùng	7.4	6.3	8.3	7.4	6.7	8.1	316B Phạm Hùng	Quận 8	2.4K	7	25.000đ - 35.000đ	16:00 	 22:00	Buổi xế,Buổi  tối	09:30 PM	Khoảng 10 - 15 phút	Các ngày lễ trong năm	Quán ăn	50 người lớn	Món Việt	Ăn gia đình,Họp nhóm,Ăn vặt,Ăn bình dân - Quán Cóc	Thịt Bò,Beefsteak - Bò né	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời ', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
860	/ho-chi-minh/bo-ne-3-ngon-ung-van-khiem	Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Ung Văn Khiêm	5.0	5.1	5.7	4.6	4.3	5.3	143 Ung Văn Khiêm, P. 25	Quận Bình Thạnh	4.1K	69	25.000đ - 50.000đ	07:00 	 22:00	Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối	09:30 PM	Khoảng 5 - 10 phút	Các ngày lễ trong năm	Quán ăn	50 người lớn	Món Việt	Ăn gia đình,Hẹn hò,Họp nhóm,Ăn vặt,Ăn bình dân - Quán Cóc	Thịt Bò,Beefsteak - Bò né	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời ', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc ', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
861	/ho-chi-minh/bo-ne-3-ngon-bo-quanh-lua-hong-nguyen-xi	Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Nguyễn Xí	7.2	6.0	7.0	8.0	7.0	8.0	245A Nguyễn Xí 	Quận Bình Thạnh	939	1	25.000đ - 35.000đ	16:00 	 22:00	Buổi xế,Buổi  tối	09:30 PM	Khoảng 10 - 20 phút	Các ngày lễ trong năm	Quán ăn	20 người lớn	Món Việt ,Món Miền Nam	Ăn gia đình,Ăn vặt,Takeaway - Mang về	Thịt Bò,Beefsteak - Bò né	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời ', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
862	/ho-chi-minh/bo-ne-3-ngon-bo-quanh-lua-hong-tran-van-kieu	Bò Né 3 Ngon - Hậu Giang	6.8	6.5	7.2	6.6	6.6	7.3	14 Hậu Giang, P. 2	Quận 6	14.3K	39	25.000đ - 45.000đ	06:00 	 23:00	Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối		Khoảng 7 - 10 phút	Các ngày lễ trong năm	Ăn vặt/vỉa hè	50 người lớn	Món Việt	Ăn vặt,Ăn Fastfood	Bánh mì,Thịt Bò,Beefsteak - Bò né,Chè,Bánh - Kẹo	['Có giao hàng', 'Cho mua về ', 'Có bàn ngoài trời ', 'Giữ xe máy miễn phí', 'Có khu vực hút thuốc', 'Có chiếu bóng đá']
863	/ho-chi-minh/bo-ne-3-ngon-bo-quanh-lua-hong-88-duong-d2	Bò Né 3 Ngon - Bò Quanh Lửa Hồng - 88 Đường D2		--	--	--	--	--	88 Đường D2	Quận Bình Thạnh	683	0	20.000đ - 45.000đ	16:00 	 23:00	Buổi xế,Buổi  tối	10:30 PM	Khoảng 10 - 20 phút	Các ngày lễ trong năm	Quán ăn	30 người lớn	Món Miền Nam	Ăn gia đình,Ăn vặt	Thịt Bò,Beefsteak - Bò né	['Có wifi ', 'Có giao hàng', 'Có máy lạnh & điều hòa ', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
864	/ho-chi-minh/bo-ne-3-ngon-bo-quanh-lua-hong-vu-huy-tan	Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Vũ Huy Tấn	4.7	4.4	5.6	4.4	4.2	5.0	52A Vũ Huy Tấn, P. 3	Quận Bình Thạnh	933	16	25.000đ - 75.000đ	17:00 	 23:00	Buổi xế,Buổi  tối		Khoảng 5 - 10 phút	Các ngày lễ trong năm	Quán ăn	30 người lớn	Món Việt	Họp nhóm,Tiếp khách,Takeaway - Mang về,Ăn bình dân - Quán Cóc	Thịt Bò,Beefsteak - Bò né	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
865	/ho-chi-minh/bo-ne-3-ngon-bo-quanh-lua-hong-nguyen-kiem	Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Nguyễn Kiệm	7.3	6.7	7.7	7.5	7.5	7.3	740C Nguyễn Kiệm, P. 4	Quận Phú Nhuận	817	6	25.000đ - 45.000đ	07:00 	 22:30	Buổi xế,Buổi  tối	10:30 PM	Khoảng 5 - 10 phút	Các ngày lễ trong năm	Quán ăn	30 người lớn	Món Việt	Hẹn hò,Họp nhóm,Ăn bình dân - Quán Cóc	Bánh mì,Cơm Chiên,Beefsteak - Bò né,Thịt Bò,Mì,Bánh - Kẹo,Ăn vặt - Ăn nhẹ,Cơm,Nem,Xúc xích	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
866	/ho-chi-minh/bo-ne-3-ngon-bo-quanh-lua-hong-hoang-sa	Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Hoàng Sa	7.2	6.0	7.0	8.0	7.5	7.5	Hoàng Sa, P. 5	Quận Tân Bình	697	2	18.000đ - 45.000đ	17:00 	 23:00	Buổi xế,Buổi  tối	10:30 PM	Khoảng 7 - 10 phút	Các ngày lễ trong năm	Quán ăn	20 người lớn	Món Việt	Ăn gia đình,Hẹn hò	Thịt Bò,Beefsteak - Bò né	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
867	/ho-chi-minh/bo-ne-3-ngon-bo-quanh-lua-hong-no-trang-long	Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Nơ Trang Long	6.9	6.7	7.3	6.0	7.0	7.3	110 Nơ Trang Long, P. 13	Quận Bình Thạnh	470	3	20.000đ - 45.000đ	10:00 	 22:00	Buổi  trưa,Buổi xế,Buổi  tối	09:30 PM	Khoảng 5 - 10 phút	Các ngày lễ trong năm	Quán ăn	30 người lớn	Món Việt	Ăn gia đình,Họp nhóm,Takeaway - Mang về	Thịt Bò,Beefsteak - Bò né	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời ', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc ', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
868	/ho-chi-minh/bo-ne-3-ngon-thoai-ngoc-hau	Bò Né 3 Ngon - Thoại Ngọc Hầu	4.9	4.8	5.2	5.0	4.0	5.6	Thoại Ngọc Hầu, P. Phú Thạnh	Quận Tân Phú	765	5	25.000đ - 45.000đ	10:00 	 20:00	Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối	19:30	Khoảng 5 - 10 phút	Các ngày lễ trong năm	Quán ăn	35 người lớn	Món Việt	Ăn gia đình,Takeaway - Mang về	Thịt Bò	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
869	/ho-chi-minh/food-court-aeon-citimart-quang-trung	Food Court - AEON Citimart Quang Trung	7.3	7.3	7.5	7.0	7.3	7.5	672 Quang Trung	Quận Gò Vấp	15.4K	54	20.000đ - 250.000đ	09:00 	 21:00	Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối	08:30 PM	Khoảng 2 - 5 phút	Các ngày lễ trong năm	Quán ăn	150 người lớn	Món Việt	Ăn gia đình,Hẹn hò,Họp nhóm		['Có wifi ', 'Có giao hàng', 'Có máy lạnh & điều hòa ', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô ', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
870	/ho-chi-minh/chuoi-nuong-vo-van-tan	Chuối Nếp Nướng Võ Văn Tần	5.9	5.3	6.4	6.4	5.4	5.9	378 Võ Văn Tần, P. 5	Quận 3	35.8K	86	15.000đ - 22.000đ	07:00 	 21:00	Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối	08:30 PM	Khoảng 3 - 5 phút	Các ngày lễ trong năm	Ăn vặt/vỉa hè		Món Việt		Ăn vặt - Ăn nhẹ	['Có giao hàng', 'Cho mua về ', 'Có bàn ngoài trời', 'Giữ xe máy miễn phí', 'Có khu vực hút thuốc', 'Có chiếu bóng đá']
871	/ho-chi-minh/khoai-bistro-banh-mi-chao-bo-ne	Khoai Bistro - Bánh Mì Chảo, Beefsteak & Mì Ý	7.4	7.3	7.2	7.7	7.5	7.5	133 Võ Oanh (Đường D3), P. 25	Quận Bình Thạnh	9.6K	80	20.000đ - 100.000đ	08:30 	 21:30	Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối		Khoảng 5 - 7 phút	Các ngày lễ trong năm	Quán ăn	30 người lớn	Món Việt	Ăn gia đình,Họp nhóm,Tiếp khách,Ăn vặt,Takeaway - Mang về	Phở,Bánh mì,Trà,Bún,Thịt Bò,Mì,Pizza & Pasta,Bánh - Kẹo,Ăn vặt - Ăn nhẹ,Cơm,Thức uống	['Có wifi ', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
872	/ho-chi-minh/pho-che-xoi	Phố Chè Xôi	7.3	7.3	7.4	7.4	7.6	6.8	228 Lê Văn Sỹ, P. 1	Quận Tân Bình	46.7K	53	10.000đ - 45.000đ			Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối	10:30 PM	Khoảng 5 - 10 phút	Các ngày lễ trong năm	Ăn vặt/vỉa hè,Quán ăn	100 người lớn	Món Việt	Đãi tiệc,Ăn gia đình,Hẹn hò,Họp nhóm,Tiếp khách,Giao tận nơi,Thư giãn,Ăn vặt,Takeaway - Mang về,Ăn bình dân - Quán Cóc	Trà,Đậu hũ,Xôi,Chè,Món chay,Cơm văn phòng,Ăn vặt - Ăn nhẹ,Cơm,Thức uống,Trái cây,Phá lấu	['Có wifi ', 'Có giao hàng ', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
873	/ho-chi-minh/banh-bach-tuoc-takoyaki-sami-nguyen-cuu-van	Bánh Bạch Tuộc Takoyaki Sami - Nguyễn Cửu Vân	7.1	6.3	6.9	7.6	7.2	7.7	4 Nguyễn Cửu Vân, P. 17	Quận Bình Thạnh	3.0K	103	15.000đ - 80.000đ	12:00 	 21:30	Buổi xế,Buổi  tối		Khoảng 5 - 10 phút	Các ngày lễ trong năm	Ăn vặt/vỉa hè	5 người lớn	Món Á ,Món Nhật	Takeaway - Mang về	Ăn vặt - Ăn nhẹ	['Có giao hàng', 'Cho mua về ', 'Có bàn ngoài trời', 'Giữ xe máy miễn phí', 'Có khu vực hút thuốc', 'Có chiếu bóng đá']
874	/ho-chi-minh/banh-bach-tuoc-takoyaki-sami-duong-so-1	Bánh Bạch Tuộc Takoyaki Sami - Đường Số 1	9.0	7.8	8.8	9.8	9.3	9.3	71 Đường Số 1, P. Linh Xuân	Tp. Thủ Đức	159	13	15.000đ - 40.000đ	00:01 	 23:59	Buổi  trưa,Buổi xế,Buổi  tối				Quán ăn				Sushi & Sashimi,Ăn vặt - Ăn nhẹ,Nem	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
875	/ho-chi-minh/dat-cafe	Đất Cafe - Phong Cách Nhà Vườn	7.0	7.9	6.9	6.7	6.9	6.7	343/5 Tô Hiến Thành, P. 12	Quận 10	18.0K	57	30.000đ - 55.000đ			Buổi sáng,Buổi  trưa,Buổi xế,Buổi  tối	10:00 PM	Khoảng 10 - 15 phút	Các ngày lễ trong năm	Café/Dessert	120 người lớn                                    (Có chỗ cho trẻ em)	Món Việt	Hẹn hò,Tiếp khách,Thư giãn	Bún,Mì,Miến,Café - Kem,Sinh tố - Nước ép,Cơm văn phòng,Cơm	['Có wifi ', 'Có giao hàng', 'Có máy lạnh & điều hòa ', 'Cho mua về', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước ', 'Có bàn ngoài trời ', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Có karaoke', 'Giữ xe máy miễn phí ', 'Tip cho nhân viên', 'Có khu vực hút thuốc ', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ ', 'Có hỗ trợ hội thảo', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá', 'Có nhạc sống']
876	/ho-chi-minh/co-diep-nem-nuong-nha-trang	Cô Điệp - Nem Nướng Nha Trang - Lê Văn Sỹ	5.8	6.0	6.0	6.2	5.3	5.5	337/10 Lê Văn Sỹ (Hẻm 15 Phạm Văn Hai), P. 1	Quận Tân Bình	29.5K	87	20.000đ - 50.000đ	09:00 	 15:45	Buổi sáng,Buổi  trưa,Buổi xế		Khoảng 5 - 10 phút	Các ngày lễ trong năm	Quán ăn	25 người lớn	Món Miền Trung ,Nha Trang	Ăn gia đình,Họp nhóm,Takeaway - Mang về	Bánh ướt,Bánh - Kẹo,Ăn vặt - Ăn nhẹ,Bánh tằm	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
877	/ho-chi-minh/co-diep-nem-nuong-nha-trang-truong-cong-dinh	Cô Điệp - Nem Nướng Nha Trang - Trương Công Định	5.6	5.5	6.1	6.0	4.7	5.5	184 Trương Công Định, P. 14	Quận Tân Bình	3.5K	23	30.000đ - 50.000đ	10:00 	 21:30	Buổi  trưa,Buổi xế,Buổi  tối		Khoảng 5 - 10 phút	Các ngày lễ trong năm	Quán ăn	30 người lớn	Món Miền Trung ,Nha Trang	Ăn gia đình,Họp nhóm,Takeaway - Mang về,Ăn bình dân - Quán Cóc	Bánh ướt,Bún,Bánh - Kẹo,Bánh bèo,Ăn vặt - Ăn nhẹ,Nem,Bánh tằm	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
878	/ho-chi-minh/co-diep-nem-nuong-nha-trang-le-quang-dinh	Cô Điệp - Nem Nướng Nha Trang - Vạn Kiếp	5.3	5.8	6.3	4.5	5.0	4.7	202 Vạn Kiếp, P. 3	Quận Bình Thạnh	1.9K	15	30.000đ - 50.000đ	10:30 	 21:00	Buổi  trưa,Buổi xế,Buổi  tối		Khoảng 5 - 10 phút	Các ngày lễ trong năm	Quán ăn	30 người lớn	Món Miền Trung ,Nha Trang	Ăn gia đình,Họp nhóm,Takeaway - Mang về	Bánh ướt,Bún,Miến,Bánh - Kẹo,Bánh bèo,Ăn vặt - Ăn nhẹ,Nem,Bánh tằm,Thức uống	['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về ', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Nên đặt trước', 'Có bàn ngoài trời', 'Có phòng riêng', 'Có chỗ chơi cho trẻ em', 'Giữ xe máy miễn phí', 'Tip cho nhân viên', 'Có khu vực hút thuốc', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ', 'Có lò sưởi', 'Có hỗ trợ người khuyết tật', 'Có chiếu bóng đá']
