,_id,name,review_count,address,district,average_score,views,food_list,comment_list,position_score,space_score,quality_score,serve_score,price_score,food_link,opening_time,suitable_time,last_pick_up_time,prepare_time,holiday,type,capacity,style,suitable_with,serves,available,parking_lots,website,price_range
489,633411dcb53fc66fec00338f,Gà Nướng Cái Bang - Bàu Cát 1,35,"148/2 Bàu Cát 1, P. 12",Quận Tân Bình,7.4,3.0K,[],[],7.6,7.2,7.3,7.3,7.5,https://shopeefood.vn/ho-chi-minh/ga-nuong-cai-bang-bau-cat-1?source_url=foody_ordernow_pc,Đang mở cửa  10:00 - 22:30,"Buổi trưa , Buổi xế , Buổi tối",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,Quán ăn,30 người lớn,Món Việt,"Ăn gia đình ,  Họp nhóm ,  Tiếp khách ,  Takeaway - Mang về","Thịt Gà ,  Ăn vặt - Ăn nhẹ ,  Nem","['Có giao hàng', 'Cho mua về']","[{'name': 'Bãi Giữ Xe Trung Tâm Triển Lãm Hoàng Văn Thụ', 'address': '446 Hoàng Văn Thụ, P. 4, Quận Tân Bình, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 100   - 50  '}]",,
490,633411ddb53fc66fec003390,The Pizza Company - Lê Đại Hành,127,"Lô 4, Khu B, Căn Số 7, Chung Cư Phú Thọ, Lê Đại Hành, P. 15",Quận 11,7.3,15.5K,[],[],7.5,7.5,7.7,7.0,7.0,https://shopeefood.vn/ho-chi-minh/the-pizza-company-le-dai-hanh?source_url=foody_ordernow_pc,Đang mở cửa  10:00 - 22:00,"Buổi sáng , Buổi trưa , Buổi xế , Buổi tối",09:30 PM,Khoảng 15 - 20 phút,Các ngày lễ trong năm,Nhà hàng,80 người lớn,"Món Âu ,  Ý","Ăn gia đình ,  Ăn Fastfood","Sườn nướng ,  Chân cánh gà nướng ,  Pizza & Pasta ,  Salad ,  Ăn vặt - Ăn nhẹ ,  Nem ,  Fastfood - Thức ăn nhanh","['Có wifi', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Nên đặt trước', 'Giữ xe máy miễn phí']",[],www.thepizzacompany.com.vn,
491,633411ddb53fc66fec003391,Cá Viên Chiên Anh Chị Em - Ăn Vặt,150,"498 Hoà Hảo, P. 5",Quận 10,6.8,23.7K,[],[],6.9,6.2,7.0,6.6,7.3,https://shopeefood.vn/ho-chi-minh/anh-chi-em?source_url=foody_ordernow_pc,Đang mở cửa  15:00 - 23:15,"Buổi trưa , Buổi xế , Buổi tối",10:00 PM,,,Ăn vặt/vỉa hè,20 người lớn (Có chỗ cho trẻ em),Món Việt,Ăn vặt,"Chè ,  Súp ,  Ăn vặt - Ăn nhẹ ,  Cá/bò viên","['Cho mua về', 'Giữ xe máy miễn phí']",[],,
492,633411deb53fc66fec003392,TukTuk Thai Bistro - Hoa Mai,55,13 Hoa Mai,Quận Phú Nhuận,7.5,11.3K,[],[],7.8,7.8,7.9,7.5,6.6,https://shopeefood.vn/ho-chi-minh/tuktuk-thai-bistro-hoa-mai?source_url=foody_ordernow_pc,Đang mở cửa  10:00 - 22:00,"Buổi sáng , Buổi trưa , Buổi xế , Buổi tối",,Khoảng 7 - 10 phút,Các ngày lễ trong năm,Nhà hàng,80 người lớn,"Món Á ,  Món Thái","Ăn gia đình ,  Họp nhóm ,  Ăn Fastfood","Thịt Gà ,  Bánh mì ,  Tôm ,  Đậu hũ ,  Bún ,  Cua - Ghẹ ,  Thịt Heo ,  Xôi ,  Thịt Bò ,  Hải sản ,  Chè ,  Bánh bao ,  Món nước ,  Mì ,  Cháo ,  Cá ,  Nghêu - Sò - Ốc ,  Súp ,  Mực ,  Salad ,  Gỏi ,  Dimsum ,  Ăn vặt - Ăn nhẹ ,  Cơm ,  Nem ,  Thức uống","['Có wifi', 'Có máy lạnh & điều hòa', 'Nên đặt trước']",[],,"100,000 đ - 300,000 đ"
493,633411e0b53fc66fec003393,Tokyo Deli Express - Sushi - Parkson Flemington,43,"Tầng Trệt Parkson Flemington, 184 Lê Đại Hành, P. 15",Quận 11,6.4,4.5K,[],[],6.5,6.5,6.2,6.0,6.6,https://shopeefood.vn/ho-chi-minh/tokyo-deli-parkson-flemington?source_url=foody_ordernow_pc,Đang mở cửa  11:00 - 20:00,"Buổi sáng , Buổi trưa , Buổi xế , Buổi tối",09:30 PM,Khoảng 7 - 10 phút,Các ngày lễ trong năm,Nhà hàng,100 người lớn,"Món Á ,  Món Nhật","Ăn gia đình ,  Hẹn hò ,  Họp nhóm ,  Tiếp khách","Lẩu ,  Sushi & Sashimi","['Có wifi', 'Có máy lạnh & điều hòa', 'Nên đặt trước']",[],,
494,633411e6b53fc66fec003394,Cơm Tấm Tài,135,"1 Nguyễn An Ninh, P. 14",Quận Bình Thạnh,6.6,53.3K,[],[],6.7,6.7,6.8,6.4,6.4,https://shopeefood.vn/ho-chi-minh/com-tam-tai?source_url=foody_ordernow_pc,Đang mở cửa  16:00 - 21:00 | 06:00 - 10:00,"Buổi sáng , Buổi trưa , Buổi tối",09:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,Quán ăn,20 người lớn,Món Việt,"Ăn gia đình ,  Ăn vặt ,  Takeaway - Mang về ,  Ăn bình dân - Quán Cóc","Cơm Tấm ,  Cơm","['Cho mua về', 'Giữ xe máy miễn phí']",[],,
495,633411e7b53fc66fec003395,Starbucks Coffee - Pandora City,69,"Tầng Trệt Pandora City, 1/1 Trường Chinh, P. Tây Thạnh",Quận Tân Phú,7.9,12.5K,[],[],8.3,8.0,8.4,8.2,6.7,https://shopeefood.vn/ho-chi-minh/starbucks-coffee-pandora-city?source_url=foody_ordernow_pc,Đang mở cửa  06:00 - 23:00,"Buổi sáng , Buổi trưa , Buổi xế , Buổi tối",21:30,Khoảng 5 - 10 phút,Các ngày lễ trong năm,Café/Dessert,70 người lớn (Có chỗ cho trẻ em),"Mỹ ,  Món Âu ,  Châu Mỹ","Hẹn hò ,  Họp nhóm","Trà ,  Café - Kem ,  Sinh tố - Nước ép ,  Thức uống","['Có wifi', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Có bàn ngoài trời', 'Giữ xe máy miễn phí']","[{'name': 'Bãi Giữ Xe Siêu Thị Pandora', 'address': '1 Trường Chinh, P. Tây Thạnh, Quận Tân Phú, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:30-22:00', 'capacity': '- Sức chứa: 1000   - 50  '}]",,
496,633411eeb53fc66fec003396,The Coffee House - Võ Văn Ngân,137,"114 Võ Văn Ngân, P. Bình Thọ",Tp. Thủ Đức,7.5,26.2K,[],[],7.8,7.8,7.6,7.7,6.7,,Đang mở cửa  07:30 - 22:00,"Buổi sáng , Buổi trưa , Buổi xế , Buổi tối",09:30 PM,Khoảng 5 - 7 phút,Các ngày lễ trong năm,Café/Dessert,80 người lớn,Món Việt,"Hẹn hò ,  Họp nhóm ,  Thư giãn ,  Ngắm cảnh ,  Takeaway - Mang về","Café - Kem ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa","['Có wifi', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Giữ xe máy miễn phí']",[],www.thecoffeehouse.vn,
497,633411f3b53fc66fec003397,Bánh Tráng Kẹp Dì Hoa - Tôn Thất Thuyết,175,"209/105 Tôn Thất Thuyết, P. 3",Quận 4,6.7,81.8K,[],[],6.1,6.2,7.2,6.7,7.5,https://shopeefood.vn/ho-chi-minh/banh-trang-kep-di-hoa?source_url=foody_ordernow_pc,Đang mở cửa  15:30 - 20:30,"Buổi xế , Buổi tối",08:00 PM,Khoảng 5 - 10 phút,Nghỉ Chủ Nhật,"Ăn vặt/vỉa hè , Quán ăn",20 người lớn,Món Việt,"Họp nhóm ,  Ăn vặt","Bánh tráng ,  Bún ,  Miến ,  Ăn vặt - Ăn nhẹ ,  Nem","['Cho mua về', 'Giữ xe máy miễn phí']",[],,
498,633411f3b53fc66fec003398,D'Maris - Buffet Cao Cấp - Pico Lotte,186,"Tầng 5 Pico Plaza, 20 CộNg HòA, P. 12",Quận Tân Bình,7.1,100.6K,[],[],7.2,8.0,6.7,7.0,6.6,,Đang mở cửa  11:30 - 22:00,"Buổi trưa , Buổi xế , Buổi tối",21:30,Khoảng 5 - 10 phút,Các ngày lễ trong năm,Buffet,150 người lớn,"Món Á ,  Món Hàn","Ăn gia đình ,  Tiếp khách ,  Buffet ,  BBQ - Món Nướng",,"['Có wifi', 'Có máy lạnh & điều hòa', 'Nên đặt trước', 'Có xuất hóa đơn đỏ']","[{'name': 'Bãi Giữ Xe Lotte Mart Tân Bình', 'address': '20 Cộng Hòa, Quận Tân Bình, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:30-22:00', 'capacity': '- Sức chứa: 1000   - 50  '}, {'name': 'Bãi Giữ Xe Maximark Cộng Hòa', 'address': '17 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:30', 'capacity': '- Sức chứa: 1000   - 20  '}, {'name': 'Bãi Giữ Xe Trung Tâm Triển Lãm Hoàng Văn Thụ', 'address': '446 Hoàng Văn Thụ, P. 4, Quận Tân Bình, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 100   - 50  '}]",,
499,633411f4b53fc66fec003399,Phúc Long 122 Lê Lợi,295,"122 Lê Lợi, P. Bến Thành",Quận 1,7.1,27.8K,[],[],7.6,6.7,7.5,6.8,6.9,https://shopeefood.vn/ho-chi-minh/phuc-long-122-le-loi?source_url=foody_ordernow_pc,Đang mở cửa  08:00 - 20:00,"Buổi sáng , Buổi trưa , Buổi xế , Buổi tối",19:30,Khoảng 5 - 15 phút,Các ngày lễ trong năm,Café/Dessert,50 người lớn (Có chỗ cho trẻ em),Món Việt,"Hẹn hò ,  Họp nhóm ,  Ăn vặt","Trà ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa","['Có wifi', 'Có máy lạnh & điều hòa', 'Cho mua về']","[{'name': 'Bãi Giữ Xe Bảo Tàng Mỹ Thuật', 'address': '97 Phó Đức Chính, P. Nguyễn Thái Bình, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 100   - 50  '}, {'name': 'Bãi Giữ Xe Đường Hàm Nghi', 'address': 'Hàm Nghi, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-21:00', 'capacity': '- Sức chứa: 200    '}, {'name': 'Bãi Giữ Xe Ô Tô 24/24 - Nam Kỳ Khởi Nghĩa', 'address': 'Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 24:00-24:00', 'capacity': '- Sức chứa: 0   - 100  '}, {'name': 'Bãi Xe Ô Tô Đường Lê Lai', 'address': 'Lê Lai, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 0   - 50  '}, {'name': 'Bãi Giữ Xe Công Viên 23 Tháng 9', 'address': 'Lê Lai, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Bitexco', 'address': 'Hải Triều, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 1000   - 50  '}, {'name': 'Bãi Xe Ô Tô Nhà Hát Lớn Thành Phố', 'address': 'Công Trường Lam Sơn, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-23:00', 'capacity': '- Sức chứa: 50    '}, {'name': 'Bãi Giữ Xe Dinh Độc Lập', 'address': '135 Nam Kỳ Khởi Nghĩa, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-18:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Nhà Hát Thành Phố', 'address': '7 Công Trường Lam Sơn, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 200    '}, {'name': 'Bãi Giữ Xe Vincom Center', 'address': '72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-23:00', 'capacity': '- Sức chứa: 2000    '}, {'name': 'Bãi Giữ Xe Diamond Plaza', 'address': '34 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 09:30-22:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Đường Sách - Hai Bà Trưng', 'address': 'Hai Bà Trưng, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 200    '}, {'name': 'Bãi Giữ Xe Đường Sách Nguyễn Văn Bình', 'address': 'Nguyễn Văn Bình, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 200    '}, {'name': 'Bãi Giữ Xe Bưu Điện Thành Phố', 'address': 'Công Xã Paris, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-21:30', 'capacity': '- Sức chứa: 60    '}, {'name': 'Bãi Giữ Xe Đường Lê Duẩn', 'address': 'Lê Duẩn, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-23:00', 'capacity': '- Sức chứa: 2000    '}, {'name': 'Bãi Giữ Xe Chung Cư 42 Nguyễn Huệ', 'address': '42 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 60    '}, {'name': 'Bãi Giữ Xe Phố Nguyễn Huệ - Hải Triều', 'address': 'Hải Triều, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 200    '}, {'name': 'Bãi Giữ Xe Phố Nguyễn Huệ - Tôn Thất Thiệp', 'address': 'Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 24:00-24:00', 'capacity': '- Sức chứa: 2000    '}, {'name': 'Bãi Giữ Xe Cung Văn Hóa Lao Động', 'address': '55B Nguyễn Thị Minh Khai, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Galaxy Nguyễn Du', 'address': '116 Nguyễn Du, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-23:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Công Viên Tao Đàn - Cách Mạng Tháng 8', 'address': 'Cách Mạng Tháng 8, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 06:00-18:00', 'capacity': '- Sức chứa: 300    '}, {'name': 'Bãi Xe Công Viên Tao Đàn - Khuôn Viên Tao Đàn', 'address': 'Huyền Trân Công Chúa, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 06:00-21:00', 'capacity': '- Sức chứa: 500    '}, {'name': 'Bãi Giữ Xe Công Viên Tao Đàn', 'address': 'Nguyễn Thị Minh Khai, P. 6, Quận 3, TP. HCM', 'opening_time': '- Giờ mở cửa: 06:00-21:00', 'capacity': '- Sức chứa: 500    '}]",,
500,633411f6b53fc66fec00339a,Isushi Buffet Nhật Bản - Lê Quý Đôn,180,"13 Lê Quý Đôn, P. 6",Quận 3,8.4,15.5K,[],[],8.7,8.3,8.4,8.4,8.0,https://shopeefood.vn/ho-chi-minh/isushi-buffet-nhat-ban-le-quy-don?source_url=foody_ordernow_pc,Đang mở cửa  11:00 - 22:00,"Buổi trưa , Buổi xế , Buổi tối",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,Buffet,250 người lớn,"Món Á ,  Món Nhật","Ăn gia đình ,  Họp nhóm ,  Tiếp khách ,  Buffet",,"['Có wifi', 'Trả bằng thẻ', 'Nên đặt trước', 'Giữ xe máy miễn phí', 'Có xuất hóa đơn đỏ']","[{'name': 'Bãi Giữ Xe Ô Tô 24/24 - Nam Kỳ Khởi Nghĩa', 'address': 'Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 24:00-24:00', 'capacity': '- Sức chứa: 0   - 100  '}, {'name': 'Bãi Xe Ô Tô Công Viên Lê Văn Tám - Điện Biên Phủ', 'address': 'Điện Biên Phủ, P. Đa Kao, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 500    '}, {'name': 'Bãi Xe Ô Tô Công Viên Lê Văn Tám', 'address': 'Hai Bà Trưng, P. 6, Quận 3, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 50    '}, {'name': 'Bãi Giữ Xe Công Viên Lê Văn Tám - Võ Thị Sáu', 'address': 'Võ Thị Sáu, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Dinh Độc Lập', 'address': '135 Nam Kỳ Khởi Nghĩa, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-18:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Diamond Plaza', 'address': '34 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 09:30-22:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Nhà Văn Hóa Thanh Niên', 'address': 'Nguyễn Thị Minh Khai, P. 6, Quận 3, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Đường Sách - Hai Bà Trưng', 'address': 'Hai Bà Trưng, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 200    '}, {'name': 'Bãi Giữ Xe Đường Sách Nguyễn Văn Bình', 'address': 'Nguyễn Văn Bình, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-22:00', 'capacity': '- Sức chứa: 200    '}, {'name': 'Bãi Giữ Xe Bưu Điện Thành Phố', 'address': 'Công Xã Paris, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-21:30', 'capacity': '- Sức chứa: 60    '}, {'name': 'Bãi Giữ Xe Đường Lê Duẩn', 'address': 'Lê Duẩn, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-23:00', 'capacity': '- Sức chứa: 2000    '}, {'name': 'Bãi Giữ Xe Cung Văn Hóa Lao Động', 'address': '55B Nguyễn Thị Minh Khai, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Galaxy Nguyễn Du', 'address': '116 Nguyễn Du, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 08:00-23:00', 'capacity': '- Sức chứa: 1000    '}, {'name': 'Bãi Giữ Xe Công Viên Tao Đàn - Cách Mạng Tháng 8', 'address': 'Cách Mạng Tháng 8, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 06:00-18:00', 'capacity': '- Sức chứa: 300    '}, {'name': 'Bãi Xe Công Viên Tao Đàn - Khuôn Viên Tao Đàn', 'address': 'Huyền Trân Công Chúa, P. Bến Nghé, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 06:00-21:00', 'capacity': '- Sức chứa: 500    '}, {'name': 'Bãi Giữ Xe Công Viên Tao Đàn', 'address': 'Nguyễn Thị Minh Khai, P. 6, Quận 3, TP. HCM', 'opening_time': '- Giờ mở cửa: 06:00-21:00', 'capacity': '- Sức chứa: 500    '}]",,
501,633411f6b53fc66fec00339b,Gà Nướng Cái Bang - Nguyễn Cư Trinh,9,"168/8 Nguyễn Cư Trinh, P. Nguyễn Cư Trinh",Quận 1,6.7,1.4K,[],[],7.3,7.2,6.2,6.3,6.6,https://shopeefood.vn/ho-chi-minh/ga-nuong-cai-bang-nguyen-cu-trinh?source_url=foody_ordernow_pc,Đang mở cửa  10:00 - 22:30,"Buổi trưa , Buổi xế , Buổi tối",,Khoảng 5 - 15 phút,Các ngày lễ trong năm,Quán ăn,30 người lớn,Món Việt,"Ăn gia đình ,  Họp nhóm ,  Takeaway - Mang về","Thịt Gà ,  Bánh mì ,  Xôi ,  Bánh - Kẹo ,  Ăn vặt - Ăn nhẹ","['Có giao hàng', 'Cho mua về']","[{'name': 'Bãi Giữ Xe Công Viên 23 Tháng 9', 'address': 'Lê Lai, P. Bến Thành, Quận 1, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 1000    '}]",,
502,633411f7b53fc66fec00339c,Dim Tu Tac - Nhà Hàng Quảng Đông - Tân Sơn Nhất Hotel,40,"Tầng 2, Tân Sơn Nhất Hotel, 202 Hoàng Văn Thụ",Quận Phú Nhuận,7.4,12.2K,[],[],8.0,7.5,7.6,7.1,6.7,,Đang mở cửa  09:00 - 22:00,"Buổi sáng , Buổi trưa , Buổi xế , Buổi tối",09:30 PM,Khoảng 7 - 10 phút,Các ngày lễ trong năm,Nhà hàng,50 người lớn,"Món Á ,  Món Trung Hoa","Đãi tiệc ,  Ăn gia đình ,  Họp nhóm ,  Tiếp khách ,  Tiếp khách sang trọng",,"['Có wifi', 'Có máy lạnh & điều hòa', 'Trả bằng thẻ', 'Có phòng riêng', 'Giữ xe máy miễn phí']","[{'name': 'Bãi Giữ Xe Công Viên Hoàng Văn Thụ', 'address': 'Hoàng Văn Thụ, P. 1, Quận Tân Bình, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 500    '}, {'name': 'Bãi Giữ Xe Công Viên Hoàng Văn Thụ - Phan Thúc Duyên', 'address': 'Phan Thúc Duyên, P. 2, Quận Tân Bình, TP. HCM', 'opening_time': '- Giờ mở cửa: 07:00-22:00', 'capacity': '- Sức chứa: 200    '}]",www.dimtutac.com,
503,63341201b53fc66fec00339d,The Pizza Company - Lê Văn Sỹ,144,"333 Lê Văn Sỹ, P. 13",Quận 3,7.1,16.7K,[],[],7.5,7.3,7.2,6.9,6.8,https://shopeefood.vn/ho-chi-minh/the-pizza-company-le-van-sy?source_url=foody_ordernow_pc,Đang mở cửa  10:00 - 22:00,"Buổi sáng , Buổi trưa , Buổi xế , Buổi tối",08:30 PM,Khoảng 20 - 30 phút,Các ngày lễ trong năm,Nhà hàng,50 người lớn,"Món Âu ,  Ý","Đãi tiệc ,  Hẹn hò ,  Họp nhóm","Sườn nướng ,  Chân cánh gà nướng ,  Pizza & Pasta ,  Salad ,  Fastfood - Thức ăn nhanh","['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Giữ xe máy miễn phí']","[{'name': 'Bãi Giữ Xe Ga Sài Gòn', 'address': '1 Nguyễn Thông, P. 9, Quận 3, TP. HCM', 'opening_time': '- Giờ mở cửa: 24:00-24:00', 'capacity': '- Sức chứa: 1000   - 50  '}]",www.thepizzacompany.vn,
504,63341202b53fc66fec00339e,Tokyo Deli Express - Sushi - Phan Văn Trị,44,"366A3 Phan Văn Trị, P. 5",Quận Gò Vấp,8.3,6.2K,[],[],8.6,7.9,8.8,8.6,7.9,https://shopeefood.vn/ho-chi-minh/tokyo-deli-phan-van-tri?source_url=foody_ordernow_pc,Đang mở cửa  11:00 - 20:00,"Buổi trưa , Buổi xế , Buổi tối",,Khoảng 5 - 7 phút,Các ngày lễ trong năm,Nhà hàng,100 người lớn,"Món Á ,  Món Nhật","Ăn gia đình ,  Họp nhóm ,  Tiếp khách","Bún ,  Mì ,  Sushi & Sashimi ,  Salad","['Có wifi', 'Có giao hàng', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Nên đặt trước', 'Giữ xe máy miễn phí', 'Có thẻ thành viên', 'Có xuất hóa đơn đỏ']",[],www.tokyodeli.com.vn,
505,63341205b53fc66fec00339f,Starbucks Coffee - SC VivoCity,99,"Tầng 1 - SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong",Quận 7,7.4,8.8K,[],[],7.8,7.8,7.4,7.2,6.6,https://shopeefood.vn/ho-chi-minh/starbucks-coffee-sc-vivocity?source_url=foody_ordernow_pc,Đang mở cửa  07:00 - 22:30,"Buổi sáng , Buổi trưa , Buổi xế , Buổi tối",22:00,Khoảng 5 - 10 phút,Các ngày lễ trong năm,Café/Dessert,100 người lớn,"Mỹ ,  Món Âu ,  Châu Mỹ","Hẹn hò ,  Họp nhóm ,  Thư giãn ,  Takeaway - Mang về ,  Đọc sách - học bài ,  Tiếp khách sang trọng","Trà ,  Bánh - Kẹo ,  Café - Kem ,  Sinh tố - Nước ép ,  Thức uống","['Có wifi', 'Có máy lạnh & điều hòa', 'Cho mua về', 'Trả bằng thẻ', 'Có chỗ đậu ôtô', 'Giữ xe máy miễn phí']",[],,
